"mech","type","skew","amount","mean","sd","median","iqr"
"MNAR","RIGHT","no",0.0057,-0.4218,-0.1011,-0.4097,-0.1668
"MNAR","RIGHT","yes",0.1278,-0.054,-0.8646,-0.012,-0.0024
"MNAR","RIGHT","diff",-0.1221,0.3678,-0.7635,0.3977,0.1644
"MNAR","LEFT","no",0.0235,0.4155,-0.0862,0.4207,-0.1253
"MNAR","LEFT","yes",0.1125,0.0542,0.4358,0.0153,0.0036
"MNAR","LEFT","diff",-0.0889,-0.3614,0.522,-0.4054,0.1289
"MNAR","MID","no",-0.0052,-0.0052,0.1683,-0.0029,0.3883
"MNAR","MID","yes",0.1036,0.0651,0.7002,-0.0089,0.0099
"MNAR","MID","diff",-0.1088,0.0703,0.5319,-0.006,-0.3785
"MNAR","TAIL","no",0.0025,0.0046,-0.2015,0.0133,-0.3426
"MNAR","TAIL","yes",0.0918,-0.0256,-0.8171,0.0057,-0.0094
"MNAR","TAIL","diff",-0.0893,-0.0301,-0.6156,-0.0077,0.3332
"MCAR","MCAR","no",0.018,-0.0088,0.0018,-0.0222,0.0093
"MCAR","MCAR","yes",0.1261,-0.0055,-0.0498,2e-04,-0.002
"MCAR","MCAR","diff",-0.108,0.0033,-0.0516,0.0224,-0.0113
"MCAR","MCAR","no",-0.0029,-0.0087,0.0079,-0.0034,0.0028
"MCAR","MCAR","yes",0.133,0.0117,0.1247,-5e-04,-0.0017
"MCAR","MCAR","diff",-0.1359,0.0203,0.1168,0.0028,-0.0045
"MCAR","MCAR","no",-0.0525,-0.0048,0.0055,0.0044,-0.0103
"MCAR","MCAR","yes",0.1004,-0.0015,-0.0227,-0.0018,0.0031
"MCAR","MCAR","diff",-0.1529,0.0034,-0.0282,-0.0063,0.0134
"MCAR","MCAR","no",-0.0342,-0.0015,0.006,0.0068,0.0192
"MCAR","MCAR","yes",0.0897,0.0075,0.1013,-5e-04,0.0014
"MCAR","MCAR","diff",-0.1239,0.009,0.0953,-0.0073,-0.0178
"MAR","RIGHT","no",0.038,-0.2166,-0.0256,-0.205,-0.0428
"MAR","RIGHT","yes",0.1147,-0.0445,-0.1578,-0.0312,-0.0037
"MAR","RIGHT","diff",-0.0767,0.1721,-0.1323,0.1739,0.0391
"MAR","LEFT","no",-0.0018,0.226,-0.0269,0.2123,-0.0453
"MAR","LEFT","yes",0.0911,0.0546,0.2438,0.037,-0.0086
"MAR","LEFT","diff",-0.0929,-0.1715,0.2707,-0.1753,0.0366
"MAR","MID","no",-0.04,0.0179,0.0525,0.0162,0.0835
"MAR","MID","yes",0.0887,0.0088,0.1405,-0.0021,0.0181
"MAR","MID","diff",-0.1287,-0.0091,0.088,-0.0183,-0.0653
"MAR","TAIL","no",7e-04,0.0073,-0.0531,0.0178,-0.0508
"MAR","TAIL","yes",0.0815,-0.0149,-0.2997,-5e-04,-0.0118
"MAR","TAIL","diff",-0.0808,-0.0222,-0.2467,-0.0183,0.039
"MNAR","RIGHT","no",0.0327,-0.4251,-0.0957,-0.3988,-0.1292
"MNAR","RIGHT","yes",0.1247,-0.0505,-0.8566,-0.0097,-7e-04
"MNAR","RIGHT","diff",-0.092,0.3746,-0.7609,0.3891,0.1284
"MNAR","LEFT","no",0.0077,0.4061,-0.0968,0.4106,-0.1579
"MNAR","LEFT","yes",0.083,0.054,0.4105,0.0271,0.0015
"MNAR","LEFT","diff",-0.0753,-0.352,0.5072,-0.3834,0.1594
"MNAR","MID","no",0.0349,0.0087,0.161,0.0011,0.3805
"MNAR","MID","yes",0.1178,0.0671,0.686,-0.0069,0.0062
"MNAR","MID","diff",-0.0829,0.0583,0.525,-0.008,-0.3743
"MNAR","TAIL","no",0.0053,0.0094,-0.2093,0.0142,-0.3343
"MNAR","TAIL","yes",0.0875,-0.0286,-0.8115,8e-04,-0.0138
"MNAR","TAIL","diff",-0.0822,-0.038,-0.6022,-0.0133,0.3205
"MCAR","MCAR","no",-0.0179,0.0148,-0.0061,0.0316,0.0135
"MCAR","MCAR","yes",0.0927,5e-04,0.0317,-0.0031,-0.0031
"MCAR","MCAR","diff",-0.1106,-0.0144,0.0378,-0.0347,-0.0165
"MCAR","MCAR","no",0.0043,0.0053,0.001,0.0025,-0.007
"MCAR","MCAR","yes",0.1169,0.0054,0.0721,6e-04,1e-04
"MCAR","MCAR","diff",-0.1126,1e-04,0.0711,-0.002,0.0071
"MCAR","MCAR","no",0.0018,-0.0019,-0.0113,-0.0011,-0.0035
"MCAR","MCAR","yes",0.0868,-0.0099,-0.1844,2e-04,-5e-04
"MCAR","MCAR","diff",-0.085,-0.008,-0.1731,0.0012,0.0029
"MCAR","MCAR","no",-0.0274,-0.0091,-0.0088,-0.0217,-0.0144
"MCAR","MCAR","yes",0.0958,-0.016,-0.2765,-0.0014,0.0015
"MCAR","MCAR","diff",-0.1232,-0.0069,-0.2677,0.0203,0.0159
"MAR","RIGHT","no",0.0062,-0.2021,-0.017,-0.1962,-0.0448
"MAR","RIGHT","yes",0.1279,-0.0546,-0.3534,-0.0304,-0.0044
"MAR","RIGHT","diff",-0.1217,0.1475,-0.3364,0.1658,0.0404
"MAR","LEFT","no",0.0207,0.2055,-0.0153,0.2253,-0.0691
"MAR","LEFT","yes",0.1298,0.0657,0.36,0.0293,-0.0081
"MAR","LEFT","diff",-0.1091,-0.1398,0.3753,-0.196,0.061
"MAR","MID","no",0.0213,0.0018,0.0413,-0.0054,0.0531
"MAR","MID","yes",0.108,0.0139,0.171,0.0011,0.01
"MAR","MID","diff",-0.0868,0.0121,0.1297,0.0065,-0.0431
"MAR","TAIL","no",-0.0331,0.0022,-0.0356,0.005,-0.0464
"MAR","TAIL","yes",0.0992,0.0098,0.0994,0.0025,-0.0087
"MAR","TAIL","diff",-0.1323,0.0075,0.1349,-0.0025,0.0377
"MNAR","RIGHT","no",0.0187,-0.419,-0.084,-0.397,-0.1298
"MNAR","RIGHT","yes",0.0902,-0.05,-0.8052,-0.0211,4e-04
"MNAR","RIGHT","diff",-0.0715,0.3689,-0.7212,0.3759,0.1301
"MNAR","LEFT","no",-0.0012,0.4106,-0.0854,0.3887,-0.1211
"MNAR","LEFT","yes",0.0912,0.0472,0.3989,0.0166,0.0025
"MNAR","LEFT","diff",-0.0924,-0.3634,0.4844,-0.3721,0.1235
"MNAR","MID","no",-0.0039,0.0034,0.1545,0.0102,0.3308
"MNAR","MID","yes",0.0953,0.0569,0.6888,-0.0047,0.0146
"MNAR","MID","diff",-0.0992,0.0535,0.5343,-0.0149,-0.3162
"MNAR","TAIL","no",-0.0077,-0.0065,-0.2076,-0.0101,-0.3368
"MNAR","TAIL","yes",0.0899,-0.03,-0.8179,0.0016,-0.0108
"MNAR","TAIL","diff",-0.0976,-0.0236,-0.6103,0.0117,0.326
"MCAR","MCAR","no",0.0115,0,0.0117,0.0011,0.0067
"MCAR","MCAR","yes",0.1023,0.0059,0.0632,0,-0.0032
"MCAR","MCAR","diff",-0.0909,0.0059,0.0515,-0.0011,-0.0099
"MCAR","MCAR","no",-0.0043,-0.0076,-0.0039,-0.0062,-0.0234
"MCAR","MCAR","yes",0.108,0.0117,0.1229,0.0026,0.0011
"MCAR","MCAR","diff",-0.1124,0.0193,0.1269,0.0088,0.0246
"MCAR","MCAR","no",0.0306,0.0105,-0.0045,0.0164,-0.0043
"MCAR","MCAR","yes",0.1209,-0.0038,-0.0539,8e-04,5e-04
"MCAR","MCAR","diff",-0.0904,-0.0143,-0.0494,-0.0156,0.0048
"MCAR","MCAR","no",-0.004,0.0053,0.0065,0.0059,-9e-04
"MCAR","MCAR","yes",0.1229,0.0046,0.0797,-0.0019,-6e-04
"MCAR","MCAR","diff",-0.1268,-7e-04,0.0733,-0.0078,3e-04
"MAR","RIGHT","no",0.0039,-0.2108,-0.0285,-0.2052,-0.0021
"MAR","RIGHT","yes",0.1276,-0.0705,-0.8663,-0.0289,-7e-04
"MAR","RIGHT","diff",-0.1237,0.1403,-0.8378,0.1764,0.0014
"MAR","LEFT","no",-0.0059,0.2047,-0.0215,0.2209,-0.0344
"MAR","LEFT","yes",0.1117,0.0602,0.314,0.0335,-0.0025
"MAR","LEFT","diff",-0.1176,-0.1445,0.3355,-0.1874,0.0318
"MAR","MID","no",-0.0044,0.0015,0.0345,0.0016,0.0285
"MAR","MID","yes",0.0952,0.0188,0.2779,-0.0019,0.0175
"MAR","MID","diff",-0.0996,0.0173,0.2434,-0.0035,-0.0111
"MAR","TAIL","no",0.0099,-0.0037,-0.0504,-0.0041,-0.0659
"MAR","TAIL","yes",0.1383,-0.0231,-0.3173,0.0019,-0.0066
"MAR","TAIL","diff",-0.1283,-0.0193,-0.2669,0.006,0.0593
"MNAR","RIGHT","no",-0.0223,-0.4229,-0.0867,-0.4421,-0.1574
"MNAR","RIGHT","yes",0.0575,-0.057,-0.736,-0.0371,-0.0059
"MNAR","RIGHT","diff",-0.0798,0.3659,-0.6494,0.4051,0.1515
"MNAR","LEFT","no",0.0395,0.4265,-0.0934,0.4245,-0.1148
"MNAR","LEFT","yes",0.1147,0.0511,0.4181,0.0141,0.0049
"MNAR","LEFT","diff",-0.0752,-0.3754,0.5115,-0.4104,0.1197
"MNAR","MID","no",-0.0532,3e-04,0.1562,0.0024,0.383
"MNAR","MID","yes",0.1003,0.0679,0.6817,-0.0016,0.0099
"MNAR","MID","diff",-0.1535,0.0676,0.5256,-0.004,-0.3731
"MNAR","TAIL","no",0.0346,-0.0144,-0.1937,-0.0036,-0.3056
"MNAR","TAIL","yes",0.1022,-0.0286,-0.8264,0.0043,-0.0083
"MNAR","TAIL","diff",-0.0676,-0.0141,-0.6327,0.0079,0.2973
"MCAR","MCAR","no",0.0192,0.0119,0.0029,0.0096,-0.0022
"MCAR","MCAR","yes",0.0854,-0.0126,-0.278,-0.0034,-0.0065
"MCAR","MCAR","diff",-0.0662,-0.0246,-0.2809,-0.013,-0.0043
"MCAR","MCAR","no",-0.0209,-0.007,-0.0014,-0.0091,0.0221
"MCAR","MCAR","yes",0.0968,0.0039,0.0536,-0.002,0.0026
"MCAR","MCAR","diff",-0.1177,0.0109,0.055,0.0071,-0.0195
"MCAR","MCAR","no",-0.0286,-0.0189,-0.0038,-0.0265,0.0027
"MCAR","MCAR","yes",0.1194,-0.0157,-0.1904,-8e-04,0.0016
"MCAR","MCAR","diff",-0.148,0.0032,-0.1866,0.0258,-0.0011
"MCAR","MCAR","no",-0.0358,0.0102,-0.0151,0.0135,-0.0278
"MCAR","MCAR","yes",0.0738,-0.0071,-0.1418,0.0014,0.0027
"MCAR","MCAR","diff",-0.1096,-0.0173,-0.1268,-0.0121,0.0305
"MAR","RIGHT","no",-0.0089,-0.2208,-0.0351,-0.2102,-0.0364
"MAR","RIGHT","yes",0.115,-0.0582,-0.3769,-0.0324,-0.0023
"MAR","RIGHT","diff",-0.1239,0.1625,-0.3418,0.1778,0.0341
"MAR","LEFT","no",0.0055,0.2127,-0.0292,0.2213,-0.0504
"MAR","LEFT","yes",0.1207,0.0619,0.3293,0.0312,-0.0057
"MAR","LEFT","diff",-0.1153,-0.1507,0.3585,-0.19,0.0447
"MAR","MID","no",-0.0203,0.0024,0.0411,0.0093,0.0643
"MAR","MID","yes",0.1133,0.0278,0.2822,0.0034,0.0111
"MAR","MID","diff",-0.1336,0.0253,0.2412,-0.0059,-0.0532
"MAR","TAIL","no",0.0212,0.0153,-0.0436,0.016,-0.0573
"MAR","TAIL","yes",0.0905,-0.0119,-0.1808,-0.0061,-0.0104
"MAR","TAIL","diff",-0.0694,-0.0272,-0.1372,-0.0221,0.047
"MNAR","RIGHT","no",-0.0174,-0.4125,-0.0812,-0.4061,-0.0974
"MNAR","RIGHT","yes",0.1246,-0.0533,-0.863,-0.0109,0.0011
"MNAR","RIGHT","diff",-0.142,0.3592,-0.7818,0.3952,0.0985
"MNAR","LEFT","no",0.016,0.4139,-0.0809,0.4143,-0.1084
"MNAR","LEFT","yes",0.1188,0.0546,0.4101,0.0162,-0.0034
"MNAR","LEFT","diff",-0.1028,-0.3593,0.491,-0.3981,0.105
"MNAR","MID","no",-0.0017,-0.0052,0.1666,-0.0164,0.3683
"MNAR","MID","yes",0.1122,0.066,0.6839,-0.0071,0.0126
"MNAR","MID","diff",-0.114,0.0713,0.5173,0.0093,-0.3557
"MNAR","TAIL","no",-0.0061,-0.0011,-0.2082,-0.0044,-0.3155
"MNAR","TAIL","yes",0.1035,-0.0334,-0.8406,0.0017,-0.0075
"MNAR","TAIL","diff",-0.1096,-0.0323,-0.6324,0.0061,0.308
"MCAR","MCAR","no",-0.0359,0.0074,-4e-04,0.0126,-0.0321
"MCAR","MCAR","yes",0.0987,0.0089,0.1107,0.001,0.003
"MCAR","MCAR","diff",-0.1346,0.0015,0.1111,-0.0116,0.0351
"MCAR","MCAR","no",0.0162,0.0032,-0.0065,0.0121,-0.0065
"MCAR","MCAR","yes",0.1259,8e-04,0.0018,0.0041,0.0058
"MCAR","MCAR","diff",-0.1097,-0.0024,0.0084,-0.008,0.0123
"MCAR","MCAR","no",-0.0098,0.0073,0.003,0.011,0.0094
"MCAR","MCAR","yes",0.1256,-0.0076,-0.1047,0.002,-0.0042
"MCAR","MCAR","diff",-0.1355,-0.0149,-0.1078,-0.009,-0.0135
"MCAR","MCAR","no",0.0491,-0.0072,-0.0133,-0.019,-0.0336
"MCAR","MCAR","yes",0.1305,-0.0091,-0.1085,7e-04,0.0011
"MCAR","MCAR","diff",-0.0815,-0.0019,-0.0952,0.0197,0.0347
"MAR","RIGHT","no",0.0253,-0.2035,-0.0241,-0.194,-0.0101
"MAR","RIGHT","yes",0.1201,-0.0494,-0.2743,-0.0325,-0.0064
"MAR","RIGHT","diff",-0.0949,0.154,-0.2501,0.1615,0.0037
"MAR","LEFT","no",0.0209,0.2152,-0.0141,0.2222,-0.0358
"MAR","LEFT","yes",0.1158,0.0698,0.402,0.033,-0.0052
"MAR","LEFT","diff",-0.0949,-0.1453,0.4161,-0.1892,0.0306
"MAR","MID","no",0.0051,0.0064,0.0447,0.0087,0.0673
"MAR","MID","yes",0.0969,0.011,0.1083,0.0025,0.0113
"MAR","MID","diff",-0.0918,0.0046,0.0635,-0.0062,-0.0559
"MAR","TAIL","no",-0.0316,-5e-04,-0.0539,-0.0059,-0.0757
"MAR","TAIL","yes",0.0948,-0.0123,-0.1856,-5e-04,-0.0143
"MAR","TAIL","diff",-0.1264,-0.0117,-0.1317,0.0053,0.0614
"MNAR","RIGHT","no",-0.0137,-0.403,-0.0773,-0.4081,-0.1049
"MNAR","RIGHT","yes",0.1064,-0.049,-0.8416,-0.0118,-0.0018
"MNAR","RIGHT","diff",-0.1202,0.354,-0.7643,0.3963,0.1031
"MNAR","LEFT","no",0.0251,0.4225,-0.094,0.4398,-0.1423
"MNAR","LEFT","yes",0.096,0.0491,0.4098,0.0166,0.0013
"MNAR","LEFT","diff",-0.0709,-0.3734,0.5037,-0.4232,0.1436
"MNAR","MID","no",0.0048,0.0037,0.1656,0.0168,0.3985
"MNAR","MID","yes",0.1094,0.0672,0.6933,-0.0065,0.0042
"MNAR","MID","diff",-0.1046,0.0635,0.5277,-0.0234,-0.3943
"MNAR","TAIL","no",0.0142,0.0071,-0.1954,0.0193,-0.3266
"MNAR","TAIL","yes",0.1256,-0.0385,-0.8633,0.0029,-0.0055
"MNAR","TAIL","diff",-0.1113,-0.0456,-0.6679,-0.0164,0.3211
"MCAR","MCAR","no",-0.0361,-0.0115,0.0041,-0.0163,0.0061
"MCAR","MCAR","yes",0.0895,0.0106,0.1367,9e-04,0.0015
"MCAR","MCAR","diff",-0.1257,0.0222,0.1326,0.0172,-0.0045
"MCAR","MCAR","no",0.0098,0.0051,0.001,0.0062,0.016
"MCAR","MCAR","yes",0.1021,-0.0115,-0.1862,-0.001,4e-04
"MCAR","MCAR","diff",-0.0923,-0.0166,-0.1872,-0.0072,-0.0156
"MCAR","MCAR","no",0.007,-2e-04,-0.0117,0.0073,-0.0087
"MCAR","MCAR","yes",0.1056,-0.0069,-0.1284,6e-04,0
"MCAR","MCAR","diff",-0.0986,-0.0067,-0.1167,-0.0067,0.0087
"MCAR","MCAR","no",8e-04,0.0045,0.0091,0.0098,0.0157
"MCAR","MCAR","yes",0.1271,0.0145,0.1672,-0.0026,-0.0019
"MCAR","MCAR","diff",-0.1263,0.0099,0.1581,-0.0124,-0.0176
"MAR","RIGHT","no",-0.0059,-0.2075,-0.0225,-0.1978,-0.0034
"MAR","RIGHT","yes",0.1329,-0.0525,-0.3423,-0.0247,-0.0028
"MAR","RIGHT","diff",-0.1387,0.155,-0.3198,0.1731,6e-04
"MAR","LEFT","no",0.0019,0.2069,-0.0206,0.207,-0.0349
"MAR","LEFT","yes",0.1165,0.0522,0.27,0.0275,-7e-04
"MAR","LEFT","diff",-0.1147,-0.1547,0.2906,-0.1795,0.0342
"MAR","MID","no",-0.0087,-0.0086,0.0287,-0.0156,0.0576
"MAR","MID","yes",0.0847,0.0113,0.2299,-0.0017,0.0113
"MAR","MID","diff",-0.0934,0.0199,0.2012,0.0139,-0.0463
"MAR","TAIL","no",0.0112,0.0171,-0.0296,0.023,-0.0269
"MAR","TAIL","yes",0.098,-0.0274,-0.5428,-0.0032,-0.0078
"MAR","TAIL","diff",-0.0868,-0.0445,-0.5132,-0.0262,0.0191
"MNAR","RIGHT","no",-0.0042,-0.4222,-0.0913,-0.4278,-0.1319
"MNAR","RIGHT","yes",0.1119,-0.0484,-0.8457,-0.0113,0.003
"MNAR","RIGHT","diff",-0.1162,0.3738,-0.7543,0.4166,0.1349
"MNAR","LEFT","no",0.0213,0.4209,-0.0786,0.4166,-0.0957
"MNAR","LEFT","yes",0.1159,0.0482,0.4101,0.0101,0.0045
"MNAR","LEFT","diff",-0.0946,-0.3726,0.4887,-0.4066,0.1002
"MNAR","MID","no",-0.0014,0.0052,0.1544,0.0077,0.3445
"MNAR","MID","yes",0.091,0.057,0.6725,-0.0028,0.0223
"MNAR","MID","diff",-0.0925,0.0518,0.5181,-0.0105,-0.3223
"MNAR","TAIL","no",5e-04,0.0147,-0.1944,0.022,-0.3046
"MNAR","TAIL","yes",0.1237,-0.041,-0.8632,2e-04,-0.0034
"MNAR","TAIL","diff",-0.1232,-0.0558,-0.6688,-0.0218,0.3011
"MCAR","MCAR","no",-0.0097,0.0013,0.0106,0.0156,0.0037
"MCAR","MCAR","yes",0.0845,0.0174,0.2506,-0.0012,0.0031
"MCAR","MCAR","diff",-0.0942,0.016,0.24,-0.0168,-5e-04
"MCAR","MCAR","no",-0.0013,0.0056,-0.0047,-1e-04,0.0017
"MCAR","MCAR","yes",0.1001,3e-04,0.0086,-9e-04,0.0036
"MCAR","MCAR","diff",-0.1015,-0.0053,0.0134,-8e-04,0.0019
"MCAR","MCAR","no",0.0122,-0.0061,-0.0028,-0.0118,-0.0037
"MCAR","MCAR","yes",0.0937,0.0057,0.0974,-0.0014,-0.0014
"MCAR","MCAR","diff",-0.0814,0.0117,0.1003,0.0104,0.0023
"MCAR","MCAR","no",0.028,-5e-04,0.0099,5e-04,0.0213
"MCAR","MCAR","yes",0.1274,0.0045,0.046,1e-04,1e-04
"MCAR","MCAR","diff",-0.0994,0.0049,0.0361,-5e-04,-0.0213
"MAR","RIGHT","no",0.019,-0.2113,-0.0273,-0.1974,-0.0174
"MAR","RIGHT","yes",0.1328,-0.0584,-0.4422,-0.0275,-0.0033
"MAR","RIGHT","diff",-0.1139,0.153,-0.4149,0.1698,0.0141
"MAR","LEFT","no",0.007,0.1939,-0.0195,0.1897,-0.0097
"MAR","LEFT","yes",0.1136,0.0459,0.1486,0.0307,-0.0071
"MAR","LEFT","diff",-0.1066,-0.148,0.1681,-0.159,0.0026
"MAR","MID","no",-0.0166,0.0033,0.0428,0.0105,0.0745
"MAR","MID","yes",0.11,0.0113,0.1516,5e-04,0.008
"MAR","MID","diff",-0.1266,0.008,0.1089,-0.01,-0.0666
"MAR","TAIL","no",0.011,0.0048,-0.034,0.0085,-0.0546
"MAR","TAIL","yes",0.0934,-0.0116,-0.2164,-8e-04,-0.0106
"MAR","TAIL","diff",-0.0825,-0.0165,-0.1824,-0.0093,0.044
"MNAR","RIGHT","no",-0.0068,-0.4084,-0.0863,-0.4043,-0.1206
"MNAR","RIGHT","yes",0.1153,-0.0516,-0.8501,-0.0122,0.0014
"MNAR","RIGHT","diff",-0.1221,0.3568,-0.7638,0.3921,0.122
"MNAR","LEFT","no",0.0011,0.4228,-0.0788,0.4296,-0.1088
"MNAR","LEFT","yes",0.0961,0.0479,0.405,0.0158,1e-04
"MNAR","LEFT","diff",-0.0951,-0.3749,0.4839,-0.4139,0.1089
"MNAR","MID","no",0.0133,-0.006,0.1685,-0.0185,0.3967
"MNAR","MID","yes",0.1108,0.0695,0.688,-0.005,0.0231
"MNAR","MID","diff",-0.0975,0.0756,0.5195,0.0135,-0.3737
"MNAR","TAIL","no",0.0013,-0.007,-0.1926,-0.009,-0.2965
"MNAR","TAIL","yes",0.1048,-0.0323,-0.8396,0.0037,-0.0059
"MNAR","TAIL","diff",-0.1035,-0.0253,-0.6469,0.0127,0.2906
"MCAR","MCAR","no",-0.002,-0.0052,7e-04,0.0041,1e-04
"MCAR","MCAR","yes",0.1268,0.0109,0.1145,-6e-04,0
"MCAR","MCAR","diff",-0.1288,0.0161,0.1138,-0.0047,-2e-04
"MCAR","MCAR","no",-0.0358,-7e-04,0.0022,-0.0023,0.009
"MCAR","MCAR","yes",0.0613,-0.0014,-0.0103,-0.0034,0.0026
"MCAR","MCAR","diff",-0.0972,-7e-04,-0.0125,-0.0011,-0.0063
"MCAR","MCAR","no",-0.0072,0.0155,0.0094,0.0125,0.0144
"MCAR","MCAR","yes",0.1075,-0.0136,-0.1571,-0.0021,-0.0038
"MCAR","MCAR","diff",-0.1147,-0.0291,-0.1664,-0.0146,-0.0182
"MCAR","MCAR","no",-0.0171,-0.0085,0.0095,-0.0116,0.0032
"MCAR","MCAR","yes",0.1175,0.0081,0.0857,-0.001,-0.0016
"MCAR","MCAR","diff",-0.1346,0.0166,0.0762,0.0107,-0.0048
"MAR","RIGHT","no",-0.0098,-0.2149,-0.0151,-0.2108,0.0221
"MAR","RIGHT","yes",0.1324,-0.0533,-0.3872,-0.0263,-8e-04
"MAR","RIGHT","diff",-0.1422,0.1615,-0.3721,0.1845,-0.0229
"MAR","LEFT","no",0.0326,0.2073,-0.0212,0.2001,-0.0162
"MAR","LEFT","yes",0.1211,0.0487,0.2075,0.0296,-4e-04
"MAR","LEFT","diff",-0.0886,-0.1586,0.2286,-0.1705,0.0158
"MAR","MID","no",-0.0353,0.0029,0.046,2e-04,0.0801
"MAR","MID","yes",0.1031,0.0228,0.2577,0.0019,0.0116
"MAR","MID","diff",-0.1384,0.0199,0.2117,0.0017,-0.0685
"MAR","TAIL","no",0.0257,0.0226,-0.0487,0.0378,-0.0676
"MAR","TAIL","yes",0.1236,-0.0177,-0.2179,-0.0014,-0.0077
"MAR","TAIL","diff",-0.0979,-0.0403,-0.1692,-0.0392,0.0599
"MNAR","RIGHT","no",-0.0076,-0.412,-0.0904,-0.403,-0.1339
"MNAR","RIGHT","yes",0.0742,-0.0461,-0.7809,-0.0186,-0.0026
"MNAR","RIGHT","diff",-0.0818,0.3659,-0.6905,0.3844,0.1313
"MNAR","LEFT","no",9e-04,0.4109,-0.0836,0.4034,-0.1113
"MNAR","LEFT","yes",0.1088,0.0539,0.4232,0.0145,0.0014
"MNAR","LEFT","diff",-0.1079,-0.357,0.5068,-0.3889,0.1127
"MNAR","MID","no",0.0156,-0.005,0.1674,-0.0189,0.4219
"MNAR","MID","yes",0.1187,0.0707,0.6693,-7e-04,0.0058
"MNAR","MID","diff",-0.1032,0.0757,0.5018,0.0182,-0.4161
"MNAR","TAIL","no",0.0137,0.004,-0.1861,0.0115,-0.3208
"MNAR","TAIL","yes",0.1068,-0.0331,-0.8391,0.0031,-0.0043
"MNAR","TAIL","diff",-0.0931,-0.037,-0.653,-0.0085,0.3165
"MCAR","MCAR","no",-0.005,-0.0015,-3e-04,-0.0115,0.0053
"MCAR","MCAR","yes",0.1119,0.0179,0.2156,-1e-04,0.0029
"MCAR","MCAR","diff",-0.1169,0.0195,0.216,0.0114,-0.0024
"MCAR","MCAR","no",0.013,-0.0026,0.0075,-0.0131,0.0023
"MCAR","MCAR","yes",0.0983,0.0048,0.0389,0.0021,0.0035
"MCAR","MCAR","diff",-0.0853,0.0074,0.0314,0.0152,0.0012
"MCAR","MCAR","no",-0.0082,-3e-04,-8e-04,0.0059,-0.0266
"MCAR","MCAR","yes",0.0898,7e-04,-0.0199,-1e-04,-0.0026
"MCAR","MCAR","diff",-0.098,0.001,-0.0191,-0.0061,0.024
"MCAR","MCAR","no",-0.0362,0.001,0.0038,0.0079,0.0101
"MCAR","MCAR","yes",0.0895,0.0055,0.0358,0.0023,-4e-04
"MCAR","MCAR","diff",-0.1257,0.0045,0.032,-0.0055,-0.0105
"MAR","RIGHT","no",-0.0199,-0.1994,-0.0106,-0.22,-0.0154
"MAR","RIGHT","yes",0.0924,-0.0609,-0.555,-0.0382,-0.0042
"MAR","RIGHT","diff",-0.1123,0.1385,-0.5444,0.1818,0.0112
"MAR","LEFT","no",-0.0326,0.2046,-0.0207,0.2091,-0.075
"MAR","LEFT","yes",0.08,0.0686,0.3929,0.0393,-0.0069
"MAR","LEFT","diff",-0.1125,-0.136,0.4136,-0.1698,0.0682
"MAR","MID","no",0.0321,6e-04,0.0298,-9e-04,0.0408
"MAR","MID","yes",0.1344,0.0135,0.1543,-8e-04,0.0062
"MAR","MID","diff",-0.1023,0.013,0.1245,0,-0.0346
"MAR","TAIL","no",0.0362,-0.0057,-0.0605,-0.0068,-0.0916
"MAR","TAIL","yes",0.1253,-0.0166,-0.2266,-0.001,-0.0101
"MAR","TAIL","diff",-0.0891,-0.0109,-0.1662,0.0059,0.0815
"MNAR","RIGHT","no",0.0125,-0.4048,-0.0902,-0.3969,-0.1356
"MNAR","RIGHT","yes",0.0936,-0.0461,-0.8162,-0.0156,-0.0034
"MNAR","RIGHT","diff",-0.0811,0.3587,-0.726,0.3813,0.1322
"MNAR","LEFT","no",-0.0426,0.4282,-0.0965,0.4038,-0.1373
"MNAR","LEFT","yes",0.0834,0.0477,0.406,0.0156,0.0017
"MNAR","LEFT","diff",-0.126,-0.3805,0.5026,-0.3881,0.1389
"MNAR","MID","no",-0.0309,0.007,0.169,0.0163,0.3936
"MNAR","MID","yes",0.1155,0.0755,0.7034,-0.0056,0.0097
"MNAR","MID","diff",-0.1464,0.0684,0.5344,-0.0219,-0.384
"MNAR","TAIL","no",-0.0015,0.0038,-0.2028,0.0041,-0.3301
"MNAR","TAIL","yes",0.1197,-0.039,-0.861,0.0018,-0.0034
"MNAR","TAIL","diff",-0.1212,-0.0428,-0.6583,-0.0024,0.3267
"MCAR","MCAR","no",0.0056,-0.0137,-0.0012,-0.0116,-0.0066
"MCAR","MCAR","yes",0.1013,-0.0222,-0.4259,-2e-04,-6e-04
"MCAR","MCAR","diff",-0.0957,-0.0085,-0.4247,0.0113,0.006
"MCAR","MCAR","no",-0.0176,-0.0037,-0.0071,-0.0126,-0.0297
"MCAR","MCAR","yes",0.1058,-0.0111,-0.1322,-0.0015,-1e-04
"MCAR","MCAR","diff",-0.1234,-0.0074,-0.1251,0.0111,0.0296
"MCAR","MCAR","no",0.0122,-0.005,-0.0183,0.0118,-0.0328
"MCAR","MCAR","yes",0.1107,0.0043,0.0695,-0.0017,-0.0014
"MCAR","MCAR","diff",-0.0985,0.0093,0.0877,-0.0134,0.0314
"MCAR","MCAR","no",-0.0042,-0.0063,0.0103,-0.0288,0.0195
"MCAR","MCAR","yes",0.0624,0.0127,0.2508,-0.0055,0.0074
